Animal,Condition,Time Bin,Syllable,Experiment,Percentage
62.4,Control,90.0,14,1,9.733333333333333
62.4,Control,90.0,15,1,3.0666666666666664
62.4,Control,90.0,16,1,1.7333333333333332
62.4,Control,90.0,19,1,3.2
62.4,Control,90.0,22,1,1.0666666666666667
62.4,Control,90.0,33,1,0.5333333333333333
62.4,Control,90.0,111,1,17.866666666666667
62.4,Control,120.0,1,1,10.933333333333334
62.4,Control,120.0,2,1,14.266666666666666
62.4,Control,120.0,3,1,6.266666666666667
62.4,Control,120.0,8,1,0.13333333333333333
62.4,Control,120.0,10,1,7.866666666666666
62.4,Control,120.0,11,1,1.0666666666666667
62.4,Control,120.0,14,1,11.066666666666666
62.4,Control,120.0,16,1,5.066666666666666
62.4,Control,120.0,17,1,2.0
62.4,Control,120.0,19,1,1.866666666666667
62.4,Control,120.0,25,1,1.866666666666667
62.4,Control,120.0,111,1,37.6
62.4,Control,150.0,0,1,2.2666666666666666
62.4,Control,150.0,1,1,8.933333333333334
62.4,Control,150.0,2,1,25.866666666666667
62.4,Control,150.0,4,1,17.066666666666666
62.4,Control,150.0,5,1,3.5999999999999996
62.4,Control,150.0,6,1,4.933333333333334
62.4,Control,150.0,7,1,2.2666666666666666
62.4,Control,150.0,11,1,3.4666666666666663
62.4,Control,150.0,12,1,1.2
62.4,Control,150.0,13,1,13.600000000000001
62.4,Control,150.0,14,1,4.533333333333333
62.4,Control,150.0,15,1,2.2666666666666666
62.4,Control,150.0,19,1,0.9333333333333335
62.4,Control,150.0,20,1,2.2666666666666666
62.4,Control,150.0,21,1,2.533333333333333
62.4,Control,150.0,111,1,4.266666666666667
62.4,Control,180.0,0,1,4.266666666666667
62.4,Control,180.0,1,1,24.0
62.4,Control,180.0,2,1,22.666666666666664
62.4,Control,180.0,3,1,5.066666666666666
62.4,Control,180.0,4,1,1.0666666666666667
62.4,Control,180.0,5,1,5.466666666666667
62.4,Control,180.0,7,1,3.4666666666666663
62.4,Control,180.0,9,1,1.6
62.4,Control,180.0,10,1,1.2
62.4,Control,180.0,11,1,3.2
62.4,Control,180.0,14,1,3.3333333333333335
62.4,Control,180.0,16,1,1.866666666666667
62.4,Control,180.0,19,1,4.666666666666667
62.4,Control,180.0,21,1,2.1333333333333333
62.4,Control,180.0,23,1,0.5333333333333333
62.4,Control,180.0,29,1,0.4
62.4,Control,180.0,30,1,0.9333333333333335
62.4,Control,180.0,32,1,3.4666666666666663
62.4,Control,180.0,111,1,10.666666666666668
62.4,Control,210.0,0,1,26.0
62.4,Control,210.0,1,1,15.2
62.4,Control,210.0,2,1,2.1333333333333333
62.4,Control,210.0,3,1,21.73333333333333
62.4,Control,210.0,4,1,10.933333333333334
62.4,Control,210.0,5,1,3.733333333333334
62.4,Control,210.0,6,1,0.9333333333333335
62.4,Control,210.0,10,1,3.733333333333334
62.4,Control,210.0,13,1,5.866666666666666
62.4,Control,210.0,14,1,0.26666666666666666
62.4,Control,210.0,15,1,2.1333333333333333
62.4,Control,210.0,19,1,0.5333333333333333
62.4,Control,210.0,20,1,3.8666666666666667
62.4,Control,210.0,30,1,0.9333333333333335
62.4,Control,210.0,34,1,0.6666666666666667
62.4,Control,210.0,57,1,1.3333333333333335
62.4,Control,240.0,0,1,27.46666666666667
62.4,Control,240.0,1,1,15.333333333333332
62.4,Control,240.0,2,1,7.733333333333333
62.4,Control,240.0,3,1,14.933333333333335
62.4,Control,240.0,5,1,22.400000000000002
62.4,Control,240.0,10,1,6.266666666666667
62.4,Control,240.0,14,1,1.6
62.4,Control,240.0,32,1,4.266666666666667
62.4,Control,270.0,0,1,18.8
62.4,Control,270.0,1,1,10.266666666666667
62.4,Control,270.0,2,1,6.4
62.4,Control,270.0,3,1,21.066666666666666
62.4,Control,270.0,4,1,8.133333333333333
62.4,Control,270.0,5,1,2.533333333333333
62.4,Control,270.0,6,1,7.733333333333333
62.4,Control,270.0,9,1,0.4
62.4,Control,270.0,10,1,7.6
62.4,Control,270.0,14,1,0.8
62.4,Control,270.0,15,1,1.3333333333333335
62.4,Control,270.0,23,1,1.866666666666667
62.4,Control,270.0,29,1,0.6666666666666667
62.4,Control,270.0,30,1,1.0666666666666667
62.4,Control,270.0,111,1,11.333333333333332
62.4,Control,300.0,0,1,66.4
62.4,Control,300.0,1,1,14.399999999999999
62.4,Control,300.0,3,1,5.6000000000000005
62.4,Control,300.0,4,1,0.9333333333333335
62.4,Control,300.0,5,1,6.666666666666667
62.4,Control,300.0,6,1,5.6000000000000005
62.4,Control,300.0,10,1,0.4
62.4,Control,330.0,0,1,65.86666666666666
62.4,Control,330.0,1,1,13.600000000000001
62.4,Control,330.0,4,1,0.5333333333333333
62.4,Control,330.0,5,1,5.066666666666666
62.4,Control,330.0,6,1,6.933333333333333
62.4,Control,330.0,9,1,0.6666666666666667
62.4,Control,330.0,13,1,6.533333333333332
62.4,Control,330.0,17,1,0.8
62.4,Control,360.0,0,1,44.800000000000004
62.4,Control,360.0,1,1,18.133333333333333
62.4,Control,360.0,2,1,1.6
62.4,Control,360.0,5,1,1.0666666666666667
62.4,Control,360.0,6,1,10.933333333333334
62.4,Control,360.0,13,1,18.133333333333333
62.4,Control,360.0,19,1,1.6
62.4,Control,360.0,23,1,3.4666666666666663
62.4,Control,360.0,29,1,0.26666666666666666
62.4,Control,390.0,0,1,41.86666666666667
62.4,Control,390.0,1,1,16.666666666666664
62.4,Control,390.0,3,1,11.466666666666667
62.4,Control,390.0,4,1,7.199999999999999
62.4,Control,390.0,6,1,0.8
62.4,Control,390.0,7,1,0.8
62.4,Control,390.0,10,1,2.933333333333333
62.4,Control,390.0,11,1,1.0666666666666667
62.4,Control,390.0,28,1,13.200000000000001
62.4,Control,390.0,29,1,2.4
62.4,Control,390.0,41,1,1.6
62.4,Control,420.0,0,1,55.86666666666667
62.4,Control,420.0,1,1,8.933333333333334
62.4,Control,420.0,3,1,5.333333333333334
62.4,Control,420.0,4,1,22.53333333333333
62.4,Control,420.0,5,1,0.8
62.4,Control,420.0,9,1,0.26666666666666666
62.4,Control,420.0,12,1,0.4
62.4,Control,420.0,22,1,2.8000000000000003
62.4,Control,420.0,35,1,0.26666666666666666
62.4,Control,420.0,40,1,2.8000000000000003
62.5,Control,0.0,1,1,5.6000000000000005
62.5,Control,0.0,2,1,25.733333333333334
62.5,Control,0.0,3,1,11.333333333333332
62.5,Control,0.0,4,1,2.1333333333333333
62.5,Control,0.0,5,1,4.0
62.5,Control,0.0,6,1,4.3999999999999995
62.5,Control,0.0,7,1,3.0666666666666664
62.5,Control,0.0,8,1,0.5333333333333333
62.5,Control,0.0,9,1,0.4
62.5,Control,0.0,10,1,8.799999999999999
62.5,Control,0.0,11,1,2.8000000000000003
62.5,Control,0.0,12,1,6.666666666666667
62.5,Control,0.0,14,1,17.466666666666665
62.5,Control,0.0,15,1,1.7333333333333332
62.5,Control,0.0,16,1,2.8000000000000003
62.5,Control,0.0,17,1,1.0666666666666667
62.5,Control,0.0,21,1,0.8
62.5,Control,0.0,33,1,0.6666666666666667
62.5,Control,30.0,1,1,10.533333333333333
62.5,Control,30.0,2,1,29.46666666666667
62.5,Control,30.0,3,1,10.0
62.5,Control,30.0,4,1,0.26666666666666666
62.5,Control,30.0,5,1,6.266666666666667
62.5,Control,30.0,7,1,1.0666666666666667
62.5,Control,30.0,10,1,7.466666666666668
62.5,Control,30.0,11,1,7.733333333333333
62.5,Control,30.0,12,1,2.1333333333333333
62.5,Control,30.0,14,1,11.333333333333332
62.5,Control,30.0,15,1,0.8
62.5,Control,30.0,16,1,4.133333333333333
62.5,Control,30.0,19,1,1.0666666666666667
62.5,Control,30.0,25,1,2.2666666666666666
62.5,Control,30.0,30,1,0.26666666666666666
62.5,Control,30.0,32,1,1.6
62.5,Control,30.0,33,1,0.4
62.5,Control,30.0,111,1,3.2
62.5,Control,60.0,1,1,23.599999999999998
62.5,Control,60.0,2,1,2.8000000000000003
62.5,Control,60.0,3,1,3.733333333333334
62.5,Control,60.0,4,1,0.9333333333333335
62.5,Control,60.0,7,1,2.933333333333333
62.5,Control,60.0,9,1,2.0
62.5,Control,60.0,10,1,4.8
62.5,Control,60.0,11,1,2.0
62.5,Control,60.0,12,1,2.4
62.5,Control,60.0,14,1,6.4
62.5,Control,60.0,15,1,3.2
62.5,Control,60.0,16,1,8.533333333333333
62.5,Control,60.0,21,1,0.5333333333333333
62.5,Control,60.0,22,1,8.799999999999999
62.5,Control,60.0,23,1,1.2
62.5,Control,60.0,25,1,10.533333333333333
62.5,Control,60.0,29,1,0.6666666666666667
62.5,Control,60.0,32,1,1.6
62.5,Control,60.0,111,1,13.333333333333334
62.5,Control,90.0,1,1,15.866666666666667
62.5,Control,90.0,2,1,23.733333333333334
62.5,Control,90.0,3,1,3.5999999999999996
62.5,Control,90.0,4,1,1.0666666666666667
62.5,Control,90.0,9,1,0.9333333333333335
62.5,Control,90.0,10,1,3.0666666666666664
62.5,Control,90.0,11,1,4.266666666666667
62.5,Control,90.0,12,1,0.13333333333333333
62.5,Control,90.0,14,1,13.200000000000001
62.5,Control,90.0,16,1,9.866666666666667
62.5,Control,90.0,19,1,2.8000000000000003
62.5,Control,90.0,21,1,1.2
62.5,Control,90.0,111,1,20.266666666666666
62.5,Control,120.0,1,1,7.066666666666667
62.5,Control,120.0,2,1,15.066666666666666
62.5,Control,120.0,3,1,19.866666666666667
62.5,Control,120.0,4,1,6.0
62.5,Control,120.0,7,1,2.533333333333333
62.5,Control,120.0,10,1,7.466666666666668
62.5,Control,120.0,11,1,1.3333333333333335
62.5,Control,120.0,12,1,1.866666666666667
62.5,Control,120.0,14,1,3.0666666666666664
62.5,Control,120.0,15,1,2.4
62.5,Control,120.0,16,1,6.133333333333333
62.5,Control,120.0,21,1,0.6666666666666667
62.5,Control,120.0,25,1,10.133333333333333
62.5,Control,120.0,32,1,4.133333333333333
62.5,Control,120.0,111,1,12.266666666666666
62.5,Control,150.0,1,1,12.0
62.5,Control,150.0,2,1,23.466666666666665
62.5,Control,150.0,3,1,2.4
62.5,Control,150.0,4,1,2.533333333333333
62.5,Control,150.0,5,1,2.533333333333333
62.5,Control,150.0,6,1,6.0
62.5,Control,150.0,7,1,0.5333333333333333
62.5,Control,150.0,10,1,6.0
62.5,Control,150.0,11,1,6.4
62.5,Control,150.0,14,1,9.333333333333334
62.5,Control,150.0,16,1,6.4
62.5,Control,150.0,20,1,2.533333333333333
62.5,Control,150.0,21,1,0.9333333333333335
62.5,Control,150.0,111,1,18.933333333333334
62.5,Control,180.0,0,1,2.2666666666666666
62.5,Control,180.0,1,1,8.933333333333334
62.5,Control,180.0,2,1,17.333333333333336
62.5,Control,180.0,3,1,4.0
62.5,Control,180.0,5,1,26.666666666666668
62.5,Control,180.0,7,1,6.133333333333333
62.5,Control,180.0,8,1,0.8
62.5,Control,180.0,9,1,0.8
62.5,Control,180.0,10,1,1.866666666666667
62.5,Control,180.0,11,1,1.2
62.5,Control,180.0,12,1,0.4
62.5,Control,180.0,14,1,5.733333333333333
62.5,Control,180.0,16,1,3.5999999999999996
62.5,Control,180.0,17,1,1.3333333333333335
62.5,Control,180.0,25,1,0.4
62.5,Control,180.0,30,1,2.8000000000000003
62.5,Control,180.0,31,1,0.13333333333333333
62.5,Control,180.0,34,1,1.3333333333333335
62.5,Control,180.0,37,1,3.4666666666666663
62.5,Control,180.0,111,1,10.8
62.5,Control,210.0,0,1,15.466666666666667
62.5,Control,210.0,1,1,21.333333333333336
62.5,Control,210.0,3,1,5.466666666666667
62.5,Control,210.0,4,1,2.1333333333333333
62.5,Control,210.0,5,1,22.26666666666667
62.5,Control,210.0,6,1,15.733333333333333
62.5,Control,210.0,7,1,0.8
62.5,Control,210.0,9,1,0.13333333333333333
62.5,Control,210.0,10,1,0.5333333333333333
62.5,Control,210.0,13,1,8.666666666666668
62.5,Control,210.0,14,1,0.8
62.5,Control,210.0,28,1,2.933333333333333
62.5,Control,210.0,32,1,3.733333333333334
62.5,Control,240.0,0,1,4.8
62.5,Control,240.0,1,1,16.0
62.5,Control,240.0,2,1,17.866666666666667
62.5,Control,240.0,3,1,19.2
62.5,Control,240.0,4,1,8.266666666666666
62.5,Control,240.0,5,1,15.066666666666666
62.5,Control,240.0,6,1,15.2
62.5,Control,240.0,11,1,2.4
62.5,Control,240.0,12,1,1.2
62.5,Control,270.0,0,1,18.8
62.5,Control,270.0,1,1,15.066666666666666
62.5,Control,270.0,2,1,27.6
62.5,Control,270.0,3,1,13.733333333333334
62.5,Control,270.0,9,1,0.13333333333333333
62.5,Control,270.0,10,1,6.133333333333333
62.5,Control,270.0,11,1,1.0666666666666667
62.5,Control,270.0,12,1,2.666666666666667
62.5,Control,270.0,16,1,1.7333333333333332
62.5,Control,270.0,21,1,1.4666666666666666
62.5,Control,270.0,23,1,0.4
62.5,Control,270.0,26,1,4.133333333333333
62.5,Control,270.0,29,1,1.2
62.5,Control,270.0,111,1,5.866666666666666
62.5,Control,300.0,0,1,13.333333333333334
62.5,Control,300.0,1,1,38.0
62.5,Control,300.0,3,1,10.4
62.5,Control,300.0,5,1,14.933333333333335
62.5,Control,300.0,10,1,2.1333333333333333
62.5,Control,300.0,11,1,1.2
62.5,Control,300.0,13,1,6.4
62.5,Control,300.0,14,1,0.5333333333333333
62.5,Control,300.0,20,1,5.2
62.5,Control,300.0,27,1,6.533333333333332
62.5,Control,300.0,32,1,1.3333333333333335
62.5,Control,330.0,0,1,21.6
62.5,Control,330.0,1,1,20.933333333333334
62.5,Control,330.0,3,1,23.466666666666665
62.5,Control,330.0,6,1,0.6666666666666667
62.5,Control,330.0,7,1,0.13333333333333333
62.5,Control,330.0,10,1,2.533333333333333
62.5,Control,330.0,13,1,15.066666666666666
62.5,Control,330.0,20,1,4.533333333333333
62.5,Control,330.0,26,1,5.333333333333334
62.5,Control,330.0,28,1,5.733333333333333
62.5,Control,360.0,0,1,18.4
62.5,Control,360.0,1,1,24.266666666666666
62.5,Control,360.0,3,1,24.666666666666668
62.5,Control,360.0,10,1,3.3333333333333335
62.5,Control,360.0,12,1,0.4
62.5,Control,360.0,13,1,12.266666666666666
62.5,Control,360.0,15,1,1.0666666666666667
62.5,Control,360.0,21,1,1.6
62.5,Control,360.0,26,1,4.0
62.5,Control,360.0,29,1,1.2
62.5,Control,360.0,30,1,1.0666666666666667
62.5,Control,360.0,111,1,7.733333333333333
62.5,Control,390.0,0,1,23.866666666666667
62.5,Control,390.0,1,1,42.4
62.5,Control,390.0,2,1,4.8
62.5,Control,390.0,3,1,11.466666666666667
62.5,Control,390.0,6,1,1.2
62.5,Control,390.0,13,1,8.0
62.5,Control,390.0,16,1,1.866666666666667
62.5,Control,390.0,17,1,1.3333333333333335
62.5,Control,390.0,21,1,0.8
62.5,Control,390.0,30,1,0.4
62.5,Control,390.0,111,1,3.8666666666666667
62.5,Control,420.0,0,1,24.4
62.5,Control,420.0,1,1,34.66666666666667
62.5,Control,420.0,2,1,1.4666666666666666
62.5,Control,420.0,13,1,39.46666666666667
63.3,ELS,0.0,1,1,23.599999999999998
63.3,ELS,0.0,2,1,40.266666666666666
63.3,ELS,0.0,3,1,11.200000000000001
63.3,ELS,0.0,5,1,4.0
63.3,ELS,0.0,7,1,12.666666666666668
63.3,ELS,0.0,10,1,0.8
63.3,ELS,0.0,12,1,2.4
63.3,ELS,0.0,15,1,0.13333333333333333
63.3,ELS,0.0,16,1,0.5333333333333333
63.3,ELS,0.0,19,1,2.4
63.3,ELS,0.0,25,1,2.0
63.3,ELS,30.0,0,1,11.733333333333333
63.3,ELS,30.0,1,1,44.0
63.3,ELS,30.0,2,1,19.066666666666666
63.3,ELS,30.0,3,1,5.333333333333334
63.3,ELS,30.0,4,1,3.733333333333334
63.3,ELS,30.0,5,1,10.133333333333333
63.3,ELS,30.0,7,1,0.8
63.3,ELS,30.0,10,1,1.0666666666666667
63.3,ELS,30.0,14,1,0.9333333333333335
63.3,ELS,30.0,15,1,1.0666666666666667
63.3,ELS,30.0,17,1,2.1333333333333333
63.3,ELS,60.0,1,1,22.8
63.3,ELS,60.0,2,1,23.066666666666666
63.3,ELS,60.0,3,1,15.333333333333332
63.3,ELS,60.0,5,1,2.0
63.3,ELS,60.0,6,1,5.6000000000000005
63.3,ELS,60.0,7,1,4.533333333333333
63.3,ELS,60.0,9,1,0.26666666666666666
63.3,ELS,60.0,10,1,4.3999999999999995
63.3,ELS,60.0,11,1,2.933333333333333
63.3,ELS,60.0,12,1,2.2666666666666666
63.3,ELS,60.0,14,1,3.5999999999999996
63.3,ELS,60.0,15,1,2.2666666666666666
63.3,ELS,60.0,16,1,1.2
63.3,ELS,60.0,19,1,0.5333333333333333
63.3,ELS,60.0,111,1,9.2
63.3,ELS,90.0,0,1,1.866666666666667
63.3,ELS,90.0,1,1,7.066666666666667
63.3,ELS,90.0,2,1,30.8
63.3,ELS,90.0,4,1,2.0
63.3,ELS,90.0,7,1,2.1333333333333333
63.3,ELS,90.0,8,1,0.13333333333333333
63.3,ELS,90.0,10,1,5.733333333333333
63.3,ELS,90.0,11,1,3.2
63.3,ELS,90.0,13,1,4.133333333333333
63.3,ELS,90.0,14,1,13.466666666666665
63.3,ELS,90.0,15,1,2.0
63.3,ELS,90.0,16,1,1.3333333333333335
63.3,ELS,90.0,20,1,6.533333333333332
63.3,ELS,90.0,32,1,4.8
63.3,ELS,90.0,43,1,1.2
63.3,ELS,90.0,111,1,13.600000000000001
63.3,ELS,120.0,0,1,6.800000000000001
63.3,ELS,120.0,1,1,17.866666666666667
63.3,ELS,120.0,2,1,9.066666666666666
63.3,ELS,120.0,3,1,3.5999999999999996
63.3,ELS,120.0,5,1,14.266666666666666
63.3,ELS,120.0,6,1,0.26666666666666666
63.3,ELS,120.0,13,1,12.666666666666668
63.3,ELS,120.0,14,1,10.933333333333334
63.3,ELS,120.0,20,1,4.266666666666667
63.3,ELS,120.0,21,1,0.9333333333333335
63.3,ELS,120.0,25,1,3.2
63.3,ELS,120.0,111,1,16.133333333333333
63.3,ELS,150.0,1,1,21.333333333333336
63.3,ELS,150.0,2,1,11.200000000000001
63.3,ELS,150.0,3,1,4.133333333333333
63.3,ELS,150.0,4,1,4.533333333333333
63.3,ELS,150.0,5,1,5.333333333333334
63.3,ELS,150.0,6,1,6.933333333333333
63.3,ELS,150.0,9,1,0.6666666666666667
63.3,ELS,150.0,10,1,14.133333333333335
63.3,ELS,150.0,11,1,1.0666666666666667
63.3,ELS,150.0,12,1,3.733333333333334
63.3,ELS,150.0,14,1,4.0
63.3,ELS,150.0,15,1,0.4
63.3,ELS,150.0,16,1,8.533333333333333
63.3,ELS,150.0,18,1,9.2
63.3,ELS,150.0,21,1,1.6
63.3,ELS,150.0,25,1,3.2
63.3,ELS,180.0,0,1,5.466666666666667
63.3,ELS,180.0,1,1,25.2
63.3,ELS,180.0,2,1,4.8
63.3,ELS,180.0,3,1,12.4
63.3,ELS,180.0,4,1,4.133333333333333
63.3,ELS,180.0,5,1,9.066666666666666
63.3,ELS,180.0,7,1,5.066666666666666
63.3,ELS,180.0,8,1,0.26666666666666666
63.3,ELS,180.0,9,1,0.26666666666666666
63.3,ELS,180.0,10,1,4.3999999999999995
63.3,ELS,180.0,12,1,1.866666666666667
63.3,ELS,180.0,13,1,5.733333333333333
63.3,ELS,180.0,14,1,2.0
63.3,ELS,180.0,16,1,4.0
63.3,ELS,180.0,17,1,3.3333333333333335
63.3,ELS,180.0,20,1,2.666666666666667
63.3,ELS,180.0,31,1,0.4
63.3,ELS,180.0,34,1,2.4
63.3,ELS,180.0,36,1,0.5333333333333333
63.3,ELS,180.0,111,1,6.0
63.3,ELS,210.0,0,1,8.933333333333334
63.3,ELS,210.0,1,1,44.666666666666664
63.3,ELS,210.0,2,1,13.466666666666665
63.3,ELS,210.0,3,1,15.866666666666667
63.3,ELS,210.0,5,1,3.8666666666666667
63.3,ELS,210.0,6,1,4.133333333333333
63.3,ELS,210.0,7,1,2.1333333333333333
63.3,ELS,210.0,11,1,0.5333333333333333
63.3,ELS,210.0,16,1,0.26666666666666666
63.3,ELS,210.0,17,1,6.133333333333333
63.3,ELS,240.0,0,1,5.6000000000000005
63.3,ELS,240.0,1,1,25.2
63.3,ELS,240.0,2,1,21.73333333333333
63.3,ELS,240.0,3,1,12.4
63.3,ELS,240.0,4,1,2.2666666666666666
63.3,ELS,240.0,5,1,6.133333333333333
63.3,ELS,240.0,6,1,1.4666666666666666
63.3,ELS,240.0,8,1,0.8
63.3,ELS,240.0,10,1,9.2
63.3,ELS,240.0,12,1,4.133333333333333
63.3,ELS,240.0,14,1,2.8000000000000003
63.3,ELS,240.0,22,1,4.0
63.3,ELS,240.0,25,1,0.4
63.3,ELS,240.0,111,1,3.8666666666666667
63.3,ELS,270.0,0,1,16.933333333333334
63.3,ELS,270.0,1,1,29.06666666666667
63.3,ELS,270.0,2,1,2.2666666666666666
63.3,ELS,270.0,3,1,24.53333333333333
63.3,ELS,270.0,5,1,0.6666666666666667
63.3,ELS,270.0,7,1,3.0666666666666664
63.3,ELS,270.0,9,1,0.13333333333333333
63.3,ELS,270.0,11,1,0.5333333333333333
63.3,ELS,270.0,12,1,0.6666666666666667
63.3,ELS,270.0,14,1,4.3999999999999995
63.3,ELS,270.0,19,1,2.2666666666666666
63.3,ELS,270.0,25,1,2.533333333333333
63.3,ELS,270.0,28,1,6.800000000000001
63.3,ELS,270.0,30,1,3.0666666666666664
63.3,ELS,270.0,111,1,3.0666666666666664
63.3,ELS,300.0,0,1,16.666666666666664
63.3,ELS,300.0,1,1,52.93333333333333
63.3,ELS,300.0,2,1,5.2
63.3,ELS,300.0,3,1,3.3333333333333335
63.3,ELS,300.0,5,1,11.866666666666667
63.3,ELS,300.0,10,1,0.9333333333333335
63.3,ELS,300.0,28,1,8.666666666666668
63.3,ELS,300.0,30,1,0.4
63.3,ELS,330.0,0,1,45.86666666666667
63.3,ELS,330.0,1,1,46.400000000000006
63.3,ELS,330.0,3,1,7.199999999999999
63.3,ELS,330.0,15,1,0.5333333333333333
63.3,ELS,360.0,0,1,28.26666666666667
63.3,ELS,360.0,1,1,13.733333333333334
63.3,ELS,360.0,3,1,9.066666666666666
63.3,ELS,360.0,5,1,1.4666666666666666
63.3,ELS,360.0,6,1,12.133333333333333
63.3,ELS,360.0,7,1,5.2
63.3,ELS,360.0,13,1,6.666666666666667
63.3,ELS,360.0,14,1,2.8000000000000003
63.3,ELS,360.0,15,1,1.3333333333333335
63.3,ELS,360.0,16,1,2.666666666666667
63.3,ELS,360.0,21,1,0.5333333333333333
63.3,ELS,360.0,23,1,1.0666666666666667
63.3,ELS,360.0,25,1,2.0
63.3,ELS,360.0,30,1,3.5999999999999996
63.3,ELS,360.0,32,1,4.3999999999999995
63.3,ELS,360.0,37,1,5.066666666666666
63.3,ELS,390.0,0,1,63.2
63.3,ELS,390.0,1,1,6.933333333333333
63.3,ELS,390.0,3,1,15.333333333333332
63.3,ELS,390.0,4,1,1.6
63.3,ELS,390.0,10,1,0.8
63.3,ELS,390.0,13,1,2.1333333333333333
63.3,ELS,390.0,17,1,3.0666666666666664
63.3,ELS,390.0,21,1,0.6666666666666667
63.3,ELS,390.0,28,1,6.266666666666667
63.3,ELS,420.0,0,1,57.333333333333336
63.3,ELS,420.0,1,1,32.93333333333333
63.3,ELS,420.0,2,1,7.6
63.3,ELS,420.0,4,1,0.5333333333333333
63.3,ELS,420.0,17,1,0.9333333333333335
63.3,ELS,420.0,33,1,0.6666666666666667
68.1,Control,0.0,1,1,25.6
68.1,Control,0.0,2,1,28.133333333333333
68.1,Control,0.0,3,1,3.2
68.1,Control,0.0,4,1,1.866666666666667
68.1,Control,0.0,5,1,13.733333333333334
68.1,Control,0.0,7,1,2.0
68.1,Control,0.0,8,1,0.13333333333333333
68.1,Control,0.0,9,1,1.6
68.1,Control,0.0,10,1,5.2
68.1,Control,0.0,11,1,0.5333333333333333
68.1,Control,0.0,12,1,1.0666666666666667
68.1,Control,0.0,15,1,0.6666666666666667
68.1,Control,0.0,20,1,4.133333333333333
68.1,Control,0.0,25,1,2.2666666666666666
68.1,Control,0.0,27,1,2.2666666666666666
68.1,Control,0.0,111,1,7.6
68.1,Control,30.0,0,1,1.3333333333333335
68.1,Control,30.0,1,1,17.066666666666666
68.1,Control,30.0,2,1,34.13333333333333
68.1,Control,30.0,3,1,16.266666666666666
68.1,Control,30.0,4,1,2.0
68.1,Control,30.0,7,1,0.9333333333333335
68.1,Control,30.0,8,1,0.6666666666666667
68.1,Control,30.0,9,1,0.5333333333333333
68.1,Control,30.0,10,1,2.0
68.1,Control,30.0,13,1,15.333333333333332
68.1,Control,30.0,14,1,2.666666666666667
68.1,Control,30.0,16,1,0.4
68.1,Control,30.0,19,1,0.13333333333333333
68.1,Control,30.0,27,1,1.7333333333333332
68.1,Control,30.0,37,1,4.8
68.1,Control,60.0,0,1,1.4666666666666666
68.1,Control,60.0,1,1,19.733333333333334
68.1,Control,60.0,2,1,8.266666666666666
68.1,Control,60.0,3,1,15.6
68.1,Control,60.0,5,1,5.466666666666667
68.1,Control,60.0,6,1,2.533333333333333
68.1,Control,60.0,7,1,3.733333333333334
68.1,Control,60.0,10,1,2.933333333333333
68.1,Control,60.0,12,1,4.933333333333334
68.1,Control,60.0,14,1,3.733333333333334
68.1,Control,60.0,15,1,0.6666666666666667
68.1,Control,60.0,16,1,0.13333333333333333
68.1,Control,60.0,25,1,0.26666666666666666
68.1,Control,60.0,32,1,3.8666666666666667
68.1,Control,60.0,37,1,14.000000000000002
68.1,Control,60.0,111,1,12.666666666666668
68.1,Control,90.0,0,1,1.4666666666666666
68.1,Control,90.0,1,1,10.666666666666668
68.1,Control,90.0,2,1,19.866666666666667
68.1,Control,90.0,3,1,10.533333333333333
68.1,Control,90.0,4,1,4.3999999999999995
68.1,Control,90.0,5,1,3.3333333333333335
68.1,Control,90.0,6,1,4.933333333333334
68.1,Control,90.0,8,1,1.0666666666666667
68.1,Control,90.0,9,1,0.8
68.1,Control,90.0,10,1,18.53333333333333
68.1,Control,90.0,11,1,2.1333333333333333
68.1,Control,90.0,12,1,1.0666666666666667
68.1,Control,90.0,14,1,6.133333333333333
68.1,Control,90.0,15,1,0.4
68.1,Control,90.0,16,1,0.26666666666666666
68.1,Control,90.0,19,1,0.5333333333333333
68.1,Control,90.0,20,1,1.866666666666667
68.1,Control,90.0,33,1,0.13333333333333333
68.1,Control,90.0,111,1,11.866666666666667
68.1,Control,120.0,0,1,6.666666666666667
68.1,Control,120.0,1,1,32.13333333333333
68.1,Control,120.0,2,1,11.066666666666666
68.1,Control,120.0,3,1,9.466666666666667
68.1,Control,120.0,5,1,18.53333333333333
68.1,Control,120.0,9,1,0.5333333333333333
68.1,Control,120.0,10,1,6.133333333333333
68.1,Control,120.0,14,1,4.933333333333334
68.1,Control,120.0,111,1,10.533333333333333
68.1,Control,150.0,0,1,1.866666666666667
68.1,Control,150.0,1,1,15.6
68.1,Control,150.0,2,1,20.266666666666666
68.1,Control,150.0,3,1,9.866666666666667
68.1,Control,150.0,5,1,9.333333333333334
68.1,Control,150.0,6,1,4.133333333333333
68.1,Control,150.0,7,1,4.0
68.1,Control,150.0,9,1,0.8
68.1,Control,150.0,10,1,7.066666666666667
68.1,Control,150.0,11,1,0.8
68.1,Control,150.0,14,1,3.5999999999999996
68.1,Control,150.0,16,1,1.3333333333333335
68.1,Control,150.0,111,1,21.333333333333336
68.1,Control,180.0,0,1,3.4666666666666663
68.1,Control,180.0,1,1,28.799999999999997
68.1,Control,180.0,2,1,12.133333333333333
68.1,Control,180.0,3,1,9.466666666666667
68.1,Control,180.0,5,1,1.6
68.1,Control,180.0,6,1,17.866666666666667
68.1,Control,180.0,7,1,2.8000000000000003
